sentence,AMH,Tigrinya,Labels
you have got to be retarded These fossil fuels are not infinite we must adapt and evolve and end the dependence of fuel,እነዚህ ከቅሪተ አካል ነዳጆች የምትገላገሉት ከነዳዱ ጋር መላመድና መረጋገጥ ስላለብን ብቻ አይደለም,"ነዚ ነዳዲ ""ዚ መሊስካ ክትረኽቦ ኣለካ ማለት ኣይኮነን ፡ ክንለምዶን ክንሰጕጎምን ጽግዕተኛነት ነዳዲ ከነብቅዕን ኣለና ።",0
How can you call something Fake news when 6 of Americans believe the liberal media Boy liberals R losing,6 አሜሪካውያን ሊብራል ሚዲያን ቦይልስ አርነት ያወጣል ብለው ሲያምኑ የሐሰት ወሬ እንዴት ሊሉ ይችላሉ?,6 ካብ ኣመሪካውያን ፡ ነቲ ቦይል ሓርነት ምጥፋእ ዝብል ሰፊሕ መራኸቢ ብዙሃን ምስ ዝኣምኑ ፡ ከመይ ጌርካ ናይ ሓሶት ዜና ክትብሎ ትኽእል ?,0
playing guessturesme when you get your nails donegage OH ITS MEDICARE,ጥፍሮችህን በሚሠሩበት ጊዜ ምንቃርህን መጫወቻዎች,መሳምርካ ክትሰርሕ እንከሎኻ ኣካላዊ ምንቅስቓስ ምጽዋት,0
Instead of building a wall on the Mexican border can you build one across the defensive line,በሜክሲኮ ድንበር ላይ ግንብ ከመገንባት ይልቅ በተከላካይ መስመር ላይ አንድ ሰው መገንባት ትችላለህ,ኣብ ዶብ ሜክሲኮ መንደቕ ኣብ ክንዲ እትሃንጽ ፡ ኣብ ስግር መከላኸሊ መስመር ክትሃንጽ ትኽእል ኢኻ,0
I had some of Persona 5 ruined by a YT comment too At least I think I did I dont fancy googling it,አንድ ግለሰብ 5 ያህል በዪቲ አስተያየት ተበላሽቶብኛል ፣ ቢያንስ ቢያንስ እኔ በግሌ መዝለፍን እመርጣለሁ ብዬ አስባለሁ,ሓደ ናይ YT ርእይቶ ጽሑፍ ንገሊኡ ክፋል ናይ ፐርሰሜሎ 5 ኣዕንየዮ ነይረ እየ ዝብል እምነት እንተ ወሓደ ፡ ነቲ ጽሑፍ ክጅምሮ ባህ ኣይብለንን እዩ ።,0
Donald Trump and the Rise of White Supremacist Media NotMyPresident uniteblue Resist MAGA tcot,ዶናልድ ትራምፕ እና የነጩ ሱፕሬማሲስት ሚዲያ ኖትሜይፒሬስ እገዳውን ተቃውመዋል,ዶናልድ ትራምፕን ጠቕላሊ ጻዕዳ ሱፐራማሲስት ሚዲያ ኖትሚፐርን ፡ ምስጢራዊ ተጻራሪ ማጋ መኳንንቲ,0
Drone strikes nuclear weapons the surveillance state at his command and hes worried about a comedy show,የተሽከርካሪ አደጋ የኒውክሌር ጦር መሣሪያዎችን በትእዛዙ ላይ በማስደገፍ የኮሜዲ ትርዒት ያስጨንቃል,ንኑክልየሳዊ ኣጽዋር የዕጥቖ ፡ ነቲ ሓለዋ ዝግበረሉ ክፍለ-ሃገር ድማ ብትእዛዙ ይጥቀመሉ ፡ መስሓቒ ምርኢት ከየርኢ ድማ ይሰግእ,0
Black lives matter and Trump protesters unite in their hate They often protest together,ጥቁር የህይወት ጉዳይና ትራምፕ እርስ በርስ በጥላቻ ተደጋግፈው ብዙ ጊዜ በአንድነት ተቃውሟቸውን አሰምተዋል,ናይ ጸለምቲ ህይወትን ናይ ትራምፕ ተቓወምቲ ኣብ ጽልኢ ሓድነት ኣለዎም,0
Seth Meyers on Steve Bannon Hes a white nationalist and an antiSemite Tv,ሴት ሜየርስ በስቲቭ ባኖን ላይ ነጭ ዜግነት ያለው እና ፀረ ኤስሚ ቴሌቪዥን,ስቲ ሜየርስ ኣብ ስቲቭ ባኖን ጸዓዱ ሃገራውያንን ጸረ-ነዝዒ ተለቪዥን ይወስድ,0
Trudeau Elected by the same Obama Team MO Used Against Netanyahu OUR TAX MONEY,ትሩዶ የመረጠው በዚሁ የኦባማ ቡድን ስለ ኔታንያሁ እና ስለ ታክስ ገንዘባችን አጠቃቀም,ትሩዶ በቲ ናይ ኦባማ ተዓዛቢ ተመሪጹ ኣንጻር ናታንያሁ ኦሬዝ ሜን ተዘውተረ,0
Mr Trump win without him he can bring Confucius in the cabinet,ትራምፕ ያለእሳቸው አሸናፊነት ኮንፊሽየስን በካቢኔነት ማምጣት ይችላሉ,ዶናልድ ትራምፕ ብዘይ ብእኡ ክዕወት ከሎ ፡ ኮንፊሽየስ ናብ ካቢነ ሚኒስተራት ከምጽእ ይኽእል እዩ,0
You might be in luck Gav Polish Tomasz is lucky in 11 Muslim countries its the death penalty just for being Gay I,በ11 የሙስሊም አገሮች በጌቭ ፖላንድ ቶማስ ዕድል ፈንታ ልትሆን ትችላለህ የጋይ ኢ ጌይ ስለሆነ ብቻ የሞት ቅጣት ተፈረደበት ፡ ፡,ዕድለኛ ኢኻ ኣብ ጋቭ ፖላንድ ቶማስዝ ኣብ 11 ሃገራት ምስልምና ዕድለኛ ኢኻ ትኸውን ፡ እዚ መቕጻእቲ እዚ ድማ ጋይ ኣነ እየ ምባሉ ጥራይ እዩ ።,0
No wonder Vladimir Putin hates Saakashvili Saakashvili is a corruption fighter Putins middle name should be corruption,ቭላድሚር ፑቲን ሳካሽቪሊ ሳካሽቪሊ እያሉ መጥላታቸው አያስደንቅም ፤ ምክንያቱም መካከለኛ ስም ያላቸው ፑቲኖች ምግባረ ብልሹ መሆን አለባቸው ።,ቭላድሚር ፑቲን ንሳካሽቪሊ ሳካሽቪሊ እንተ ጸልአ እምበኣር ፡ ቀንዲ ስሙ ብልሽውና ክኸውን ኣለዎ,0
The Daily Fails long association with Nazi ideology a reason Perhaps,ዕለታዊው ቀን ከናዚ ርዕዮተ ዓለም ጋር መጣበቅ ምናልባት አንድ ምክንያት ሊሆን ይችላል,ደይሊ መይል ምስ ስነ ሓሳብ ናዚ ንነዊኅ እዋን ትቀራረብ ዝነበረትሉ ምኽንያት ምናልባት,0
Ironic that Trump supporters are angry at protestors when Trump was the ultimate protest vote,የትራምፕ ደጋፊዎች በተቃዋሚዎች ላይ በጣም የተቆጡት ከፍተኛው የተቃውሞ ድምጽ በነበረበት ወቅት ነው,ትራምፕ ናይ መወዳእታ ናይ ተቓውሞ ድምጺ ኣብ ዝሃበሉ እዋን ፡ ደገፍቲ ትራምፕ ብተቓውሞ ይቝጥዑ,0
YEMENProAQAP INFOGRAPHIC Claims 13 Belt Forces Vehicles Destroyed 10 Land Cruisers2 Armored1 Ford In Ar,Yesinproaproaproject ውስጥ ውዝፍ 13 የቤልትራፍት ተሽከርካሪዎች 10 ላንድ ክሩስ2 አርማዎችን በአራት ይገድላሉ,የፐንፕሮቫይዝ ክሊማ 13 ብብልሓት እተሰርሐ ደባይ ተዋጋኢ ሃገር ፡ 10 ጭካነ ምድሪ2 ኣርማድዮ ፎርድ ብኣርዝ,0
Im sorry that I have to be the first to inform you but being against gay marriage does in fact 100 make you homophobic,ላነጋግርህ የመጀመሪያዬ መሆን ስላለብኝ አዝናለሁ ፤ ከዚህ ይልቅ ግብረ ሰዶማዊ ከሆነ ጋብቻ ጋር የሚጋጭ 100 የሚያህሉ ሰዎች ግብረ ሰዶማዊ መሆናችሁን አስታውሱ,መጀመርታ ክነግረካ ዘለኒ ፡ ግን ከኣ ኣንጻር መርዓ ግብረ-ሰዶማውያን ብምዃነይ ይቕሬታ ምባል ፡ 100 ናቶም ጸገም እዩ ዝፈጥረልካ,0
Barcas win at Celtic cannot hide problems with summer recruits FCBarcelona fcblive ForcaBarca,ባርካስ በሴልቲክ ሲያሸንፍ ክረምት ከበጋ መልምለው ጊርበርሴሎና ሽንቁር ፎርካርቦርካ ችግር መደበቅ አይችሉም,ባርካስ ኣብ ሰልቲክ ተዓዊቱ ፡ ኣብ ክረምቲ ንተኸላኻላይ ክለብ ካፕቴን ባርክሴሎና መሰናኽል ፎርካባርካ ፡ ጸገም ክሓብእ ኣይክእልን እዩ ።,0
Sheriff Clarke Crushes Obama For Failing To Calm Down AntiTrump Riots Video Conservative 101,ሼሪፍ ክላርክ ኦባማ ካልም ዳውንሎድ ላይ ለተነሳው ብጥብጥ የ101 የወግ አጥባቂው የቪዲዮ ክላርክ ድጋፍ ሰጥተዋል,ሸሪፍ ንኦባማ ፍዮሪ ቶም ዳውን ኣንቲክራም ኣብ እተገብረ ናዕቢ ዓቃባውያን 101,0
We dont get to play God say abortion is murder death penalty isnt No matter what youve heard from a pulpit,አምላክ ፅንስ ማስወረድ የግድያ ወንጀል ነው ሲል ለመጫወት ስንነሳ ከመድረክ ላይ የሰማኸው ነገር ምንም ይሁን ምን,ኣምላኽ ፡ ምንጻል ጥንሲ ናይ ሞት መቕጻእቲ ከም ዝዀነ ገይሩ ከም ዝርእዮ ኽንጻወቶ ኣይንደልን ኢና ፣ ኣብ ጕድጓድ ኣቲኻ ዝሰማዕካዮ ነገር ብዘየገድስ,0
I love how conservatives say liberals are the biggest crybabies Give me five minutes with a conservative and Ill have them crying,ወግ አጥባቂዎች እንደሚሉት ትልቁ የማጥቂያ ምግብ ለ አምስት ደቂቃ ወግ አጥባቂ እና ኢል እያሉ ሲያለቅሱልኝ በጣም እወዳለሁ ፡ ፡,ዓቃባውያን ሓርነት ዝብልዎ ቃላት ፡ እቲ ዝዓበየ ኣውያት ናይ ሓደ ዓቃባዊን ናይ ኣእምሮ ጸገም ዘለዎ ሰብ ንሓሙሽተ ደቒቕ ሂቡኒ ፡ ንሳቶም ድማ ይበኽዩ ኣለዉ ።,0
ElectoralCollege save America before its too late Before you wake up to a Putin rule of US via Trump,በትራምፕ በኩል ወደ ፑቲን ከመነሳትህ በፊት ምርጫ ኮሎሌጅ አሜሪካንን አድኖአታል,ምርጫ ምክያድ ንኣሜሪካ ቅድሚ ምእዋጅካ ብናትካ ናይ ፑቲን ግዝኣት ናይ ኣመሪካ ብትራምፕ ኣቢልካ ቅድሚ ምድቃስካ የድሕና,0
Hop will also nullify mandatory slew of vaccines required in CA enough to kill a horse Autism is rampant,ተስፋ ፈረስን መግደል በጣም ተስፋፍቷል ብሎ ማሰብ በከሃ ፈረስ ውስጥ የግድ የሚወሰዱ ክትባቶችንም ያስቀራል,ዓርሰ እምነት ፈረስ ንምቕታል ኣብ ካእ ግዴታ ክታበታት ናይ ምፍራስ ተኽእሎ እውን የዕኑ,0
ALL HAILKIM FATTY THE THIRDAndDUMPY TRUMP THE SECOND,ሁሉም የጊታር ወፍራም ሆኑ የመጨረሻዎቹ ቀሪዎች ለትረምፕ,ኵሎም ሰባት ነዚ ሓድሽ ምህዞ ትራምፕ ይሰብክዎ,0
hamas is killing Palestine Heres the leaders son telling truth,ሐማስ የመሪዎቹ ልጅ የሆነውን ጳለስጢና ሄረስን እየገደለ ነው,ሓማስ ንፍልስጤም ሄራስ እቲ ወዲ ሓቂ ይነግራ ኣሎ,0
Good Trump endorsing terrorist supremacists paranoid racists lets call such people what they are,ጥሩ ትራምፕ የአሸባሪዎች የበላይነት አራማጆች የሆኑ ዘረኞች እንዲህ ያሉትን ሰዎች ምን እንደሆኑ ይጠራሉ,ጽቡቕ ትራምፕ ነቶም ግብረ-ሽበራውያን ልዕለ-ሓያላት ዝኾኑ ፅግዕተኛ ዝብሃሉ ሰባት እንታይነቶም ክገልጹሎም ይጽውዑ,0
ANIMAL TESTING the grim harvest the tourist board doesnt tell you about CambridgeKillers,የጎብኚው ሰሌዳ ስለ ካምብሪጅ ኪለር ሠራተኞች የሚገልጸውን አሳዛኝ አዝመራ ከእንስሳት ማግኘት,እንስሳታትን ጠሓንቲ ቀውዒ እቲ መስሕብ በጻሕቲን ብዛዕባ ካምብሪጅ ክነግረካ እዩ,0
Original Nazi Party used to be at zero too,ኦርጂናል ናዚ ፓርቲም ቢሆን ዜሮ ላይ ነበር,ኦሪጅናል ሰልፊ ናዚ ኣብ ዜሮ እዩ ነይሩ,0
violated Cuba embargo I am mad he divided this country,ኩባ ሽፍታ እብድ ሆነብኝ,ናይ ኩባ እገዳ ተጣሒሱ ፡ ነዛ ሃገር እዚኣ መቓቒልዋ,0
IF BlackLivesMatter isnt IMPORTANT than neither is BLACKDollars,ብላክሌስ ካልሆኑ ብላክሌስ አስፈላጊ ከሆነ,ብላክስቲም ክሳዕ ሕጂ እንተ ዘይተጠቒምናሉ ፡ ካብ ናይ BACKዶላራት ወጻኢ,0
No it didnt The fake scandals about HRC that were pushed by Comey Trump Assange and Russia did her in,በኮሚ ትራምፕ አሳንጅ እና በሩሲያ የተገፉት ስለ ኤች አር ሄስትሪ የተፃፉት ቅሌቶች ምንም አልሰሩም,እቲ ብኩይ ትራምፕ ኣሳንጅን ሩስያን እተደፍአ ብዛዕባ ሄ.ሪ.ኮ. ዝነበረ ናይ ሓሶት ወረ ፡ ኣብ ልዕሊኣ ከም ስጕምቲ ኣይወሰደን,0
why is it okay for melania trump to completely plagiarize a speech but not okay for gigi to make a joke doesnt add up,የሜላንያ መለከት ሲነዛ ንግግሩን ብቻ ቢናገርም ጊጂ ቢቀልድ የማይጠቅም በመሆኑ ምክንያት,መለኸት መሊሳ ንዘረባ ኽትዝክሮስ ደሓን ዝዀነ ስለምንታይ እዩ ? ጊጊ ዋዛኡ ኽሳእ ዝውስኽ ፡,0
Bad Hombres on the Block TrumpInauguralBands,ብሎክ ትራምፕ ባሏቸው ግዙፍ ባሮች ላይ መጥፎ ሆምብር,ኣብ ብሎክ ትራምፕ ዝነበሩ ኽፉኣት ሆምስረስ ብላክ ሆምስ ብላክ ሃንስላተር,0
B Comeys failure to solve them not a very disturbingrecord,"አንዳንዶች ""የአምላክ ቃል"" ምንድን ነው?",ክትፈትሖም ዘይምኽኣል ኣዝዩ ዘጨንቕ ነገር ኣይኰነን,0
Its really shameful that parts of Indian liberals are glorifying such a brutal regime,አንዳንድ የሕንድ ነፃ አውጪዎች እንዲህ ያለውን ጭካኔ የተሞላበት አገዛዝ ሲያከብሩ በጣም ያሳፍራል,እቲ ኣዝዩ ዘሕፍር ከኣ ገለ ክፋል ሓርነታውያን ንኸምዚ ዝኣመሰለ ጭካነ ዝመልኦ ስርዓት የኽብርዎ ምህላዎም እዩ,0
Same vomit he was spitting 3 weeks agoits like okay Kim Jong Un,ከ3 ሳምንት በፊት በተመሳሳይ ትፋት እንደ ኦኬይ ኪም ጆንግ ኡን አይነት ነበር የሚተፋው,ቅድሚ 3 ሰሙን ጡፍ ክብል ዝጸንሐ ተመሳሳሊ ተምላስ ፡ ከም ሕራይ ኪም ጆንግ ኡን,0
losing their cool because the refs are one sided,ማቀዝቀዣው ስለተቀዘቀዘቀዘቀዘቀዘ ሰውነታቸውን ያጣሉ,እቲ መዝሓሊ ኣብ ሓደ ወገን ስለ እተቐመጠ ፡ እቲ መዝሓሊ ነቲ መዝሓሊ የጥፍኦ,0
How many Black people voted for Ben Carson in the primary This is such a strawman Black ppl arent rushing to vote,በቤን ካርሰን ምርጫ ድምፅ ከሰጡ ጥቁር ሕዝቦች መካከል ፣ ይህ በጣም ጐጂ ብላክ ፒፕል ድምፅ ለመስጠት ሲጣደፍ ነው ፡ ፡,ኣብ መባእታ ክንደይ ብላክ ካርሰን ድምጾም ዝሃቡ ሰባት እዚ ከምዚ ዓይነት ሓሰር ብላክ ፒፕል ፡ ድምጺ ንምሃብ ክሳብ ዝህወኽ,0
Female Palestinian prisoners held under harsh conditions gaza palestine israael BDS,ጋዛ ፓለስቲና በአስቸጋሪ ሁኔታ ሥር የነበሩ ሴት የፍልስጤም እስረኞች ምእራኤል ባዲሲ ናቸው,ጋዛ ፍልስጤም ኣብ ትሕቲ ሕሱም ኩነታት ተታሒዘን ዘለዋ ደቂ ኣንስትዮ እሱራት: ሳራኤል ቢዝራኤል,0
animal testing is so fucked up why is it still legal,የእንስሳት ምርመራ በጣም ከመሟጠጡ የተነሳ አሁንም ሕጋዊ የሆነው ለምንድን ነው?,ፈተነ እንስሳታት ገና ሕጋዊ ዝዀነ ስለምንታይ እዩ ?,0
Globalism multiculturalism and political correctness are just fancy names for communism UnitedNations,ግሎባላይዝም ብዛታዊነትና ፖለቲካዊ እርማቶች ለኮሙኒዝም አንድነት የተሰጡ ታዋቂ ስሞች ናቸው,ግሎባሊዝም እተፈላለየ ባህልታትን ፖለቲካዊ ትኽክልነትን ኮምዩኒዝም ሕቡራት መንግስታት,0
Even in death FidelCastro is destroying everything he touches,ፊዴልካስትሮ ቢሞትም እንኳ የነካቸውን ነገሮች ሁሉ እያጠፋ ነው,ፊደልስካስትሮ እውን እንተ ኰነ ፡ ንዝተንከዮ ዘበለ ኵሉ የጥፍኦ ኣሎ,0
SelfDriving Cars Wont Work Until We Change Our RoadsAnd Attitudes,መንገዳችንን እና አመለካከታችንን እስክንቀይር ድረስ ራስን ለአደጋ ማጋለጥ,ጥቕሚ ርእስኻ ናይ ምስዋእ መንፈስ ፡ መገድና ኰነ ኣረኣእያና ኽሳእ እንቕይር ፡ ዕረ,0
Its a travesty Votes in swing states may have been tampered with audit is needed 2 make sure election outcome ac,በማውጫ ግዛቶች ውስጥ ያለው የተውኔት መጠን በኦዲት ተሞልቶ 2 የምርጫውን ውጤት አጣርቶ ማረጋገጥ አስፈላጊ ይሆናል,እቲ ኣብ ብዙሕ ቦታታት ዝርከብ ናይ ዓጺድ ጽሑፋት: ድምጺ ናይ ምስማዕ ጸገም ነይርዎ ክኸውን ይኽእል እዩ 2 ኣብ ምርጫ እተረኽበ ውጽኢት ጭቡጥ ምዃኑ ኣረጋግጽ,0
Michael Moore is part of the problem,ሚካኤል ሙር የችግሩ አንዱ ክፍል ነው,ማይክል ሙር ኣካል እቲ ጸገም እዩ,0
Hashid alShaabi militia control 3 villages West of Mosul MosulOffensive,ሃሺድ አልሻአቢ ሚሊሻ ከሞሱል ሞሱሎፍሊክ ምዕራብ አቅጣጫ 3 መንደሮችን ተቆጣጠረ,ሚሊሻ ሓሺድ ኣልሻቢ ኣብ ምዕራብ ሞሱል ንዝርከባ 3 ኣቝሻት ይቈጻጸር,0
Cannot believe people are attempting to sell a 50 toy for 6x the price Unbelievable Hatchimals peoplesuck,ሰዎች ለማመን በሚያስቸግር ዋጋ 50 አሻንጉሊት በ6x ለመሸጥ እንደሚሞክሩ ሊያምኑ አይችሉም,ሰባት ንሓደ 50 መጻወቲ ብ6x ክሸጥዎ ይፍትኑ ኣለዉ ኢሉ ክኣምን ኣይክእልን እዩ ።,0
